AssetID,Invest_ID,Address,Asset_Type,StreetWater,Inspection Date,Depth,Clogging,Clogging score,Clog_Flooding,C_Flood no missing,Cons. location (C/F),Cons. location (C/F) score,Flooding design std.,flood design score,Flood_Resp,Flood_LOF,Flood_COF,Flood_Risk,Crit_Defect,Cond_Resp,Cond_LOF,Cond_COF,Cond_Risk,LOF,COF,Risk,OBJECTID,PIPE_ID,INV_DATE,TYPE,PI_SHAPE,PI_SHP_OTH,PACP_Shape,"DIAMETER,FT",DIAM_OTHER,PIPE_RISE,PIPE_SPAN,"PACP_Heigh, IN",PACP_Width,PACP_Notes,MATERIAL,PACP_Mater,US_ID,US_DEPTH,US_INVERT,US_ELEV,US_FUNC,DS_ID,DS_DEPTH,DS_INVERT,DS_ELEV,DS_FUNC,SLOPE,ENABLED,CONST_DATE,Age at inspection,Active,EditDate,ShapeSTLen,MUKEY,Soil Type,soil descriptio,hydrologic,Hydro  group encoded,"Precipitation, mon avg, in."
83189,18656,1109 Beauwyck Ct,pipe,yes,7/2/2020,5.5,,0,no,no,,0,,2,0,1.3,1.4,1.82,1,5,7.8,4.85,37.83,5.2,3.47,18.044,7617351,CHARX.63370-P,10/16/2009,Pipe,Circular, ,C,3,0,0,0,36,0, ,Concrete,RCP,CHARX.63370,4,692.9,696.9,Yes,CHARX.63375,4.1,690.9,695,Yes,0.01389624,1,2/1/1989,31.42,1,3/26/2018,143.9236256,113671,HeB,"Helena sandy loam, 2 to 8 percent slopes",C,2,3.789
83229,21524,1335 Lynbrook Dr,pipe,yes,2/9/2021,4.5,less_than_25%,0,no,no,,0,unknown,2,10,1.3,2.3,2.99,1,10,7.8,5,39,5.2,3.92,20.384,7659119,DNCSTR1.2-P,10/17/2009,Pipe,Circular, ,C,2,0,0,0,24,0, ,Concrete,RCP,DNCSTR1.2,3.2,705.09,708.29,Yes,DNCSTR1.5,5,702.36,707.36,Yes,0,1,1/7/2006,15.09,1,2/23/2021,31.58184228,113660,CuB,"Cecil-Urban land complex, 2 to 8 percent slopes",B,1,3.791
83268,21524,5601 Doncaster Dr,pipe,yes,2/9/2021,5,less_than_25%,0,no,no,,0,unknown,2,10,1.3,2.3,2.99,1,10,6.2,5,31,4.24,3.92,16.6208,7679426,DNCSTR1.5-P,10/18/2009,Pipe,Circular, ,C,2,0,0,0,24,0, ,Concrete,RCP,DNCSTR1.5,5,702.36,707.36,Yes,DNCSTR1.6,2.2,701.8,704,Yes,0.0460011,1,1/7/2006,15.09,1,3/26/2018,12.17357417,113660,CuB,"Cecil-Urban land complex, 2 to 8 percent slopes",B,1,3.791
83330,23824,5610 Robinhood Rd,pipe,yes,8/19/2021,6.8,,0,no,no,ffe_principal_structure,8,fails_retrofit,8,10,5.2,7.1,36.92,1,0,1.4,2,2.8,2.92,4.04,11.7968,7664391,ADDDVRN.81-P,10/19/2009,Pipe,Circular, ,C,4,0,0,0,48,0, ,Concrete,RCP,ADDDVRN.81,6.3,687.9000122,694.2000122,Yes,ADDDVRN.80,6.8,687.5699951,694.3699951,Yes,0.01387894,0,6/1/2007,14.22,1,2/16/2021,23.77833621,113681,MkB,"Mecklenburg-Urban land complex, 2 to 8 percent slopes",C,2,3.788
83585,12652,1131 Lynbrook Dr,pipe,yes,2/10/2020,4.5,less_than_25%,0,no,no,,0,,2,10,1.3,2.3,2.99,1,10,7.8,5,39,5.2,3.92,20.384,7608688,MCM507.0197-P,10/20/2009,Pipe,Circular, ,C,2,0,0,0,24,0, ,Concrete,RCP,MCM507.0197,4,724,728,Yes,LNBK1131.01,3.55,722.37,725.92,Yes,0,0,6/30/1974,45.62,1,8/16/2021,107.1976383,113660,CuB,"Cecil-Urban land complex, 2 to 8 percent slopes",B,1,3.793
84328,20493,4335 Columbine Cr Charlotte NC,pipe,yes,11/13/2020,2,greater_than_75%,10,no,no,,0,unknown,2,5,4.8,1.55,7.44,1,5,4.6,4.25,19.55,4.68,3.17,14.8356,7554988,MCM509.0047-P,10/21/2009,Pipe,Circular, ,C,1.25,0,0,0,15,0, ,Concrete,RCP,MCM509.0047,1.4,693.6,695,No,MCM509.0082,0,686,686,UNK,0.02448297,0,9/29/1975,45.13,1,2/16/2021,310.4199014,113660,CuB,"Cecil-Urban land complex, 2 to 8 percent slopes",B,1,3.776
84348,20211,3416 Gray Moss Rd,structure,yes,10/20/2020,5.5,,0,no,no,,0,unknown,2,0,1.3,1.4,1.82,1,10,2.2,4.7,10.34,1.84,3.38,6.2192,7609783,MCA392-0003-P,10/22/2009,Pipe,Circular, ,C,1.25,0,0,0,15,0, ,Concrete,RCP,MCA392-0003,3.4,694.6,698,Yes,MCM509.0101,7.1,690.9,698,Yes,0.06229988,0,6/30/1978,42.31,1,2/16/2021,59.39016114,113660,CuB,"Cecil-Urban land complex, 2 to 8 percent slopes",B,1,3.779
84544,17503,17308 BRIGHTSTONE CT ,structure,yes,5/22/2020,9.5,less_than_25%,0,no,no,n_a,0,unknown,2,0,1.3,2.4,3.12,1,0,5.4,3.3,17.82,3.76,2.94,11.0544,7591796,MCM509.0259-P,10/23/2009,Pipe,Circular, ,C,2.5,0,0,0,30,0, ,Concrete,RCP,MCM509.0259,5.3,684.7,690,Yes,MCM509.0261,8.6,681.4,690,Yes,0.0478526,0,4/1/2007,13.14,1,2/16/2021,68.96192243,113660,CuB,"Cecil-Urban land complex, 2 to 8 percent slopes",B,1,3.77
84597,24193,600 Westbury Rd,pipe,yes,9/24/2021,2,,0,no,no,,0,meets_cds,0,0,0,0.8,0,1,10,3,4.1,12.3,1.8,2.78,5.004,7699216,MCM509.0304-P,10/24/2009,Pipe,Circular, ,C,1.25,0,0,0,15,0, ,Concrete,RCP,MCM509.0304,1.5,703.5,705,Yes,MCM509.0306,2,703,705,Yes,0.01918084,0,2/10/2012,11.92,1,3/26/2018,26.06763846,113660,CuB,"Cecil-Urban land complex, 2 to 8 percent slopes",B,1,3.765
84598,24193,600 Westbury Rd,pipe,yes,9/24/2021,2,,0,no,no,,0,meets_cds,0,0,0,0.8,0,1,10,1.4,5,7,0.84,3.32,2.7888,7624379,MCM509.0305-P,10/25/2009,Pipe,Circular, ,C,1.25,0,0,0,15,0, ,Concrete,RCP,MCM509.0305,1.9,702.1,704,Yes,MCM509.0306,2.5,702.5,705,Yes,-0.0239764,0,2/10/2012,11.92,1,3/26/2018,16.6830769,113660,CuB,"Cecil-Urban land complex, 2 to 8 percent slopes",B,1,3.765
84599,24193,515 Westbury Rd,pipe,yes,9/24/2021,2.7,,0,no,no,,0,meets_cds,0,0,0,0.8,0,1,0,1.4,0.8,1.12,0.84,0.8,0.672,7659388,MCM509.0307-P,10/26/2009,Pipe,Circular, ,C,2,0,0,0,24,0, ,Concrete,RCP,MCM509.0307,2.7,702.3,705,Yes,MCM509.0308,2.8,701.2,704,Yes,0.0795548,0,2/10/2012,11.91,1,3/26/2018,13.82685542,113660,CuB,"Cecil-Urban land complex, 2 to 8 percent slopes",B,1,3.765
84601,24193,515 Westbury Rd,pipe,yes,9/24/2021,2.5,,0,no,no,,0,,2,0,1.3,0.8,1.04,1,10,4.6,5,23,3.28,3.32,10.8896,7557137,MCM509.0306-P,10/27/2009,Pipe,Circular, ,C,2,0,0,0,24,0, ,Concrete,RCP,MCM509.0306,2.6,702.4,705,Yes,MCM509.0307,2.6,702.4,705,Yes,0,0,2/10/2012,11.91,1,3/26/2018,25.33022678,113660,CuB,"Cecil-Urban land complex, 2 to 8 percent slopes",B,1,3.765
84737,11105,1026 Montford Dr,pipe,yes,6/25/2018,7,less_than_25%,0,no,no,ffe_principal_structure,8,unknown,2,10,1.3,7.7,10.01,1,10,5.4,5,27,3.76,6.08,22.8608,7670926,ULS009.0003-P,10/28/2009,Pipe,Box,1x culvert,R,0,0,5,8,60,96, ,Concrete,RCP,ULS009.0003,5.6,614.4,620,Yes,ULS009.0002,6.5,612.5,619,Yes,0.01291358,0,1/1/1954,64.48,1,8/14/2018,147.1317259,113678,MS,Monacan and Arents soils,C,2,3.706
84738,11105,1026 Montford Dr,pipe,yes,6/25/2018,7,less_than_25%,0,no,no,local,6,unknown,2,10,1.3,6.8,8.84,1,10,6.2,5,31,4.24,5.72,24.2528,7548196,ULS009.0013-P,10/29/2009,Pipe,Box,1x culvert,R,0,0,5,8,60,96, ,Concrete,RCP,ULS009.0013,6.4,614.6,621,Yes,ULS009.0004,5.6,614.4,620,Yes,0.00204308,0,2/10/2009,9.37,1,8/14/2018,97.8914071,113678,MS,Monacan and Arents soils,C,2,3.706
84903,19077,4200 MURRAYHILL RD,pipe,yes,8/7/2020,4.5,less_than_25%,0,no,no,local,6,unknown,2,10,1.3,5.6,7.28,1,10,4.6,4.7,21.62,3.28,5.06,16.5968,7558300,APGT4347.0006-P,10/30/2009,Pipe,Circular, ,C,3,0,0,0,36,0, ,Concrete,RCP,APGT4347.0006,3.87,681.13,685,Yes,ULS009.0219,4.5,677.5,682,Yes,0.01846055,0,2/12/2009,11.48,1,6/8/2021,167.925377,113660,CuB,"Cecil-Urban land complex, 2 to 8 percent slopes",B,1,3.691
85333,22784,12517 Bobhouse Dr,structure,yes,5/21/2021,4.2,less_than_25%,0,no,no,,0,meets_cds,0,0,0,0.8,0,1,0,2.2,0.8,1.76,1.32,0.8,1.056,7596254,CNWYBB.0016-P,10/31/2009,Pipe,Circular, ,C,4,0,0,0,48,0, ,Concrete,RCP,CNWYBB.0016,10.1,705,715.1,Yes,CNWYBB.0015,5.6,704,709.6,Yes,0.03152986,0,9/6/2012,11.56,1,2/16/2021,31.7160998,113660,CuB,"Cecil-Urban land complex, 2 to 8 percent slopes",B,1,3.69
85335,22784,12525 Bobhouse Dr,structure,yes,5/21/2021,4.2,less_than_25%,0,no,no,,0,meets_cds,0,0,0,0.8,0,1,0,2.2,0.8,1.76,1.32,0.8,1.056,7621150,CNWYBB.0018-P,11/1/2009,Pipe,Circular, ,C,4,0,0,0,48,0, ,Concrete,RCP,CNWYBB.0018,8.1,694,702.1,Yes,CNWYBB.0020,9.6,693.3,702.9,Yes,0.00768546,0,9/6/2012,11.55,1,2/16/2021,91.08111011,113660,CuB,"Cecil-Urban land complex, 2 to 8 percent slopes",B,1,3.689
85343,22784,8414 Darcy Hopkins Dr,structure,yes,5/21/2021,3.7,less_than_25%,0,no,no,,0,meets_cds,0,0,0,0.8,0,1,10,3.8,5,19,2.28,3.32,7.5696,7552391,CNWYBB.0033-P,11/2/2009,Pipe,Circular, ,C,2,0,0,0,24,0, ,Concrete,RCP,CNWYBB.0033,7.6,684.5,692.1,Yes,CNWYBB.0031,0,0,0,Yes,27.55813468,0,9/6/2012,11.55,1,2/16/2021,24.83860332,113660,CuB,"Cecil-Urban land complex, 2 to 8 percent slopes",B,1,3.691
