Asset Type,Inspection Date,Depth,Cons Location Score,Flood Design Score,INV DATE,PACP Shape,PACP Height,PACP Mater,CONST DATE,Length,Encoded Hydro Group,Precipitation,Risk
pipe,44112.71,6,0,2,39112,C,24,RCP,37301,194.8977966,3,3.671,6.968
pipe,43123.67,20,0,2,42580,C,60,RCP,38951,114.4870692,2,3.672,16.856
pipe,43943.67,9,0,2,43306,C,18,RCP,30690,73.45460826,1,3.79,4.14
structure,43923.67,4.5,0,2,40779,C,48,RCP,40779,110.5084299,4,3.842,6.2192
structure,43923.67,4.5,0,2,40781,C,24,RCP,40757,46.74350927,2,3.732,5.5568
structure,43923.67,3.5,0,2,40781,C,15,RCP,40767,15.78497891,2,3.732,2.6384
structure,43665.71,8,0,2,40800,C,36,RCP,40800,85.75739915,2,3.798,14.8256
pipe,43943.67,4,0,2,43311,C,15,RCP,30494,188.4262042,1,3.787,3.036
structure,44111.67,0,0,2,40947,C,15,RCP,38461,109.9452698,3,3.664,9.1568
structure,44028.67,10,8,2,41688,C,15,RCP,40544,25.30800884,4,3.803,8.5284
pipe,43941.67,3.5,0,2,43304,C,15,RCP,30690,153.554497,1,3.787,3.036
structure,43608.67,5,10,2,40828,C,48,RCP,32143,167.4843496,2,3.742,6.992
pipe,43132.67,13.7,8,0,37035,C,54,RCP,36168,99.57207082,2,3.719,11.0656
pipe,43132.67,13.7,8,0,37035,C,54,RCP,36168,100.9947041,2,3.719,11.0656
pipe,43759.67,5,0,2,42734,C,18,RCP,30046,99.76383056,4,3.723,1.904
pipe,43987.67,1.75,4,0,42969,C,15,RCP,10594,35.98451484,1,3.799,0
pipe,43987.67,2.15,6,0,42969,C,15,RCP,10594,23.86189622,1,3.799,4.2
pipe,43973.67,2.15,0,2,42969,C,15,RCP,10594,23.86189622,1,3.799,12.8576
pipe,44271.67,13,0,2,40596,C,42,RCP,36700,172.4885331,2,3.806,14.768
pipe,44323.67,8,0,2,40891,C,18,RCP,40891,42.9390898,1,3.714,16.6208
structure,43963.67,9,0,2,40891,C,18,RCP,40891,45.3109101,1,3.714,4.416
pipe,44323.67,9,0,2,40891,C,18,RCP,40891,45.3109101,1,3.714,17.6528
structure,43963.67,7.5,6,2,43405,C,42,RCP,40897,18.53620055,2,3.789,6.7712
structure,44441.67,17.5,0,2,39436,C,36,RCP,37676,68.17257136,2,3.75,11.2832
structure,44377.67,1.5,0,2,39436,C,18,RCP,37676,24.40886681,2,3.751,2.574
pipe,43795.71,6,0,2,39436,C,36,RCP,37676,98.38979599,2,3.751,10.4864
pipe,43795.71,6.3,0,2,39436,C,36,RCP,37676,56.28721263,2,3.751,6.1472
pipe,43846.71,7.5,0,2,39436,C,24,RCP,39436,57.76934875,2,3.755,5.6816
pipe,43980.67,8.7,0,2,38373,C,24,RCP,37165,340.4180604,2,3.665,16.536
pipe,43951.67,0,0,2,43528,C,30,RCP,30977,102.5826998,4,3.734,10.088
pipe,44410.67,7.3,6,8,44403,C,15,RCP,37189,22.60022835,2,3.814,10.7136
pipe,44183.67,4,6,2,43524,C,18,RCP,31159,165.5577707,4,3.737,12.8576
pipe,44183.67,4,6,2,43524,C,18,RCP,31159,165.5577707,4,3.737,12.8576
pipe,43173.67,7,8,3,44329,R,72,RCP,35611,22.08875583,2,3.747,7.5168
pipe,43173.67,8,8,3,44329,R,72,RCP,35611,24.78607813,2,3.747,7.5168
structure,44517.71,2,0,2,44428,C,15,RCP,37852,102.1456658,3,3.793,7.1242
structure,44420.67,1.5,6,2,43524,C,18,RCP,29402,30.31223722,4,3.741,22.902
structure,44085.67,6.9,4,2,43542,C,15,RCP,41019,192.6139918,4,3.762,15.8576
pipe,44356.67,3,0,2,44263,C,15,RCP,35611,60.02433248,3,3.715,14.0866
pipe,44356.67,3,0,2,44263,C,18,RCP,35611,73.47587717,3,3.715,15.5496
pipe,44356.67,3,0,2,44263,C,18,RCP,35611,62.35680827,3,3.715,13.5432
pipe,44153.71,3,8,0,43543,C,15,RCP,32689,134.6948204,2,3.765,6.3616
pipe,44063.67,6.3,6,0,43671,C,36,RCP,27210,95.98331219,2,3.72,15.456
pipe,43804.71,4,0,2,39555,C,15,RCP,36668,29.51849898,1,3.679,1.904
structure,44384.67,7,0,2,38376,C,15,RCP,37165,26.80614304,2,3.666,29.0816
structure,43815.67,4.7,6,2,39632,C,36,RCP,37605,33.09903173,1,3.686,10.1568
pipe,43720.67,3.4,6,8,43713,C,15,RCP,28471,24.64270491,2,3.72,7.2416
pipe,43658.67,3.1,6,8,43713,C,30,CMP,28471,42.6339071,2,3.72,0
pipe,43719.67,3,0,3,43714,C,15,RCP,36130,125.0173676,2,3.718,10.3472
pipe,43717.71,5,6,3,43692,C,15,RCP,23743,90.73323265,1,3.718,7.4896
pipe,43717.71,5,6,3,43692,C,15,RCP,27064,41.71575427,1,3.718,4.0176
pipe,43717.71,2.8,6,3,43692,C,15,RCP,27064,32.4770531,1,3.718,4.0176
structure,44306.67,15,0,2,43593,C,54,RCP,40988,27.04083908,2,3.806,7.9808
pipe,44236.71,6,0,2,39423,C,18,RCP,37855,107.2091902,1,3.751,19.1984
pipe,43899.67,7.09,6,3,34269,C,42,RCP,30133,61.21126428,4,3.759,25.2
pipe,43899.67,6.2,6,8,34269,C,42,RCP,30133,72.02009718,4,3.759,32.48
pipe,43986.67,14,6,0,39226,C,60,RCP,37638,56.77587089,1,3.751,7.0532
pipe,43726.67,8.65,0,2,39226,C,15,RCP,37638,99.4372472,1,3.751,5.7072
pipe,43726.67,10.95,6,0,39226,C,18,RCP,37638,25.25941616,1,3.751,4.536
pipe,43726.67,9.95,6,0,39226,C,18,RCP,37638,98.14603089,1,3.749,19.2066
pipe,43348.67,6.63,8,0,39766,C,60,PE,37722,135.6230296,2,3.744,5.3328
pipe,43229.67,6.25,6,0,39766,C,60,PE,37722,70.85625869,2,3.744,19.0464
pipe,43966.67,5,6,3,39455,C,24,RCP,37680,24.62954615,1,3.823,34.3
pipe,43966.67,7,6,3,39455,C,15,RCP,34880,77.16853027,4,3.823,20.254
pipe,43966.67,7,6,3,39455,C,15,RCP,34880,49.54091768,4,3.823,26.8912
pipe,43966.67,6,6,3,39455,C,15,RCP,34880,97.7073611,1,3.823,7.4896
pipe,43966.67,3.5,6,3,39455,C,30,CMP,37680,60.02142608,1,3.823,34.804
pipe,43179.67,25.5,0,2,40918,C,66,RCP,29221,234.7967507,4,3.769,33.512
pipe,44103.67,7,0,2,40926,C,42,CMP,27603,230.1335491,2,3.776,7.436
pipe,44252.71,4,0,2,40934,C,15,RCP,27210,217.3350862,1,3.769,6.968
structure,44337.67,5.5,0,2,43948,C,30,RCP,37174,34.08895262,1,3.75,11.0192
pipe,43943.67,15,6,0,43948,C,60,RCP,37174,84.513083,1,3.75,7.0532
structure,44435.67,7.5,0,2,40885,C,15,RCP,27210,30.06722431,1,3.768,7.2944
structure,44285.71,1.5,0,2,40885,C,15,RCP,38112,22.27240594,1,3.769,6.3118
pipe,43759.67,6,0,2,40889,C,30,RCP,28331,124.3935079,1,3.759,15.704
structure,43886.67,2.5,0,2,40970,C,18,RCP,38126,40.09339035,1,3.762,2.88
pipe,44014.67,5.5,0,2,40969,C,36,RCP,32540,143.9236256,2,3.789,18.044
pipe,44236.71,4.5,0,2,40974,C,24,RCP,38724,31.58184228,1,3.791,20.384
pipe,44236.71,5,0,2,40974,C,24,RCP,38724,12.17357417,1,3.791,16.6208
pipe,44427.67,6.8,8,8,40966,C,48,RCP,39234,23.77833621,2,3.788,11.7968
pipe,43871.71,4.5,0,2,43908,C,24,RCP,27210,107.1976383,1,3.793,20.384
pipe,44148.71,2,0,2,40941,C,15,RCP,27666,310.4199014,1,3.776,14.8356
structure,44124.67,5.5,0,2,40941,C,15,RCP,28671,59.39016114,1,3.779,6.2192
structure,43973.67,9.5,0,2,40948,C,30,RCP,39173,68.96192243,1,3.77,11.0544
pipe,44463.67,2,0,0,40949,C,15,RCP,40949,26.06763846,1,3.765,5.004
pipe,44463.67,2,0,0,40949,C,15,RCP,40949,16.6830769,1,3.765,2.7888
pipe,44463.67,2.7,0,0,40949,C,24,RCP,40949,13.82685542,1,3.765,0.672
pipe,44463.67,2.5,0,2,40949,C,24,RCP,40949,25.33022678,1,3.765,10.8896
pipe,43276.67,7,8,2,39854,R,60,RCP,19725,147.1317259,2,3.706,22.8608
pipe,43276.67,7,6,2,39854,R,60,RCP,39854,97.8914071,2,3.706,24.2528
pipe,44050.67,4.5,6,2,44106,C,36,RCP,39856,167.925377,1,3.691,16.5968
structure,44337.67,4.2,0,0,41158,C,48,RCP,41158,31.7160998,1,3.69,1.056
structure,44337.67,4.2,0,0,41158,C,48,RCP,41158,91.08111011,1,3.689,1.056
structure,44337.67,3.7,0,0,41158,C,24,RCP,41158,24.83860332,1,3.691,7.5696
structure,44337.67,5,0,0,41158,R,60,RCP,41158,132.8785295,1,3.691,1.056
pipe,43276.67,7,6,2,39854,R,60,RCP,39854,32.9419701,2,3.706,5.8208
structure,43952.67,3,0,8,39517,C,15,RCP,15342,42.00077383,4,3.865,4.752
pipe,44432.67,2,0,2,39518,C,15,RCP,16438,27.08833926,4,3.869,25.872
pipe,43696.71,2,6,8,39518,C,18,RCP,38890,36.25453575,1,3.873,24.2
structure,43836.71,0,0,2,39526,C,15,RCP,34008,13.79261841,1,3.89,22.6064
structure,43836.71,0,0,2,39526,C,30,RCP,34008,22.0062449,1,3.894,5.336
structure,43937.67,4,6,2,41323,C,15,RCP,34150,302.058692,2,3.768,17.3628
structure,44147.71,4,8,2,41326,C,15,RCP,34150,69.65007723,1,3.757,5.2256
structure,44147.71,6,8,2,41326,C,15,RCP,34150,44.25786337,1,3.754,7.8384
structure,43913.67,3,6,2,42041,C,24,RCP,42041,86.38876535,4,3.869,7.194
structure,43913.67,3,6,2,42044,C,48,RCP,42044,55.50790473,2,3.869,4.5632
pipe,43923.67,12,4,3,34250,C,108,CMP,29221,30.47461592,1,3.79,38.2392
pipe,43374.67,10,4,3,42558,C,108,CMP,28856,34.39023309,2,3.789,38.2392
pipe,42948.67,7,8,0,43158,O,60,CMP,28856,123.4626417,2,3.789,26.8632
pipe,43951.67,5,0,2,43196,C,36,CMP,23377,193.8567552,2,3.794,20.4152
pipe,43963.67,10.5,8,0,43195,C,78,CMP,27722,103.1593968,1,3.794,30.8448
pipe,43963.67,7.5,6,3,43201,C,54,CMP,27210,86.42629963,1,3.795,36.084
structure,42923.67,8,10,2,41345,C,15,RCP,38604,322.1247159,4,3.714,8.096
structure,42923.67,9,10,2,41345,C,15,RCP,38604,191.328608,4,3.716,35.616
pipe,43432.67,16,10,0,43185,C,72,RCP,18629,154.7072034,1,3.789,20.292
pipe,43257.67,13,8,0,39741,C,60,RCP,36217,97.08112021,2,3.793,7.6076
pipe,43257.67,13,8,0,39741,C,60,RCP,36217,95.67003938,2,3.793,7.6076
structure,43887.67,3,0,2,39742,C,15,RCP,37072,31.04656829,1,3.794,13.5752
pipe,43432.67,10,8,0,43375,C,66,RCP,40372,61.90761175,2,3.783,6.8376
structure,43977.67,6,6,2,42716,C,15,RCP,32874,129.6597676,3,3.729,5.8208
structure,43977.67,6,6,2,42716,C,15,RCP,32874,162.9681105,3,3.729,5.4128
pipe,43838.67,20,8,2,38539,C,66,RCP,38539,101.6559249,2,3.77,24.4688
pipe,43934.67,5,0,2,39590,C,18,CMP,31958,22.68278717,1,3.766,16.7912
pipe,43865.71,4,8,0,41365,C,15,RCP,28856,23.71008409,1,3.815,43.66
structure,44357.67,4,0,2,44048,C,18,RCP,30132,234.5359812,2,3.746,15.8928
pipe,44200.67,13,6,2,44049,C,42,RCP,31413,182.3120488,4,3.737,8.6112
pipe,43684.71,5,0,0,42600,C,15,RCP,35431,131.939898,4,3.733,6.2712
structure,43950.67,3,0,2,43593,C,42,PE,35431,20.01012165,4,3.716,14.168
structure,43950.67,2.5,0,2,43593,Z,48,PE,35431,73.30729307,4,3.714,5.08
pipe,43959.67,6,0,2,40092,C,36,CMP,27210,259.5162342,1,3.736,9.8552
pipe,44452.67,3.5,6,2,40120,C,18,RCP,27395,175.161515,4,3.739,5.6144
pipe,44022.67,3,8,2,40151,C,18,RCP,24473,61.66195703,1,3.739,6.4496
pipe,43943.67,7.5,0,2,43928,C,30,RCP,36445,46.13197755,2,3.731,23.504
structure,43123.67,7,0,2,43881,C,15,RCP,39034,143.095398,1,3.72,5.6
structure,43123.67,6.8,0,2,43880,C,15,RCP,39034,97.66739654,1,3.72,7.112
structure,43943.67,4,0,2,43712,C,36,RCP,41179,59.75191447,2,3.721,2.72
structure,43970.67,4,0,2,43724,C,24,RCP,33239,117.4897247,2,3.721,1.472
pipe,43277.67,15,6,0,43873,C,72,CMP,35796,101.8056237,1,3.725,0
pipe,43277.67,15,6,0,43873,C,72,CMP,35796,100.7484002,1,3.725,0
pipe,44497.67,8.5,6,0,41710,C,54,RCP,36526,111.5475107,2,3.889,34.056
pipe,43846.67,7.1,6,0,40870,C,54,RCP,33604,141.2445497,2,3.894,29.016
pipe,43846.67,6.8,6,0,40870,C,54,RCP,33604,48.22996953,2,3.894,16.2564
pipe,43846.67,7.7,6,0,41710,C,54,RCP,39448,80.74558274,2,3.894,23.064
pipe,43277.67,16,6,0,43840,C,60,RCP,34270,149.1951264,1,3.72,10.2592
pipe,43748.67,3.5,0,3,43864,C,36,RCP,0,29.39981041,1,3.72,10.5924
pipe,44134.71,4,0,2,41400,C,30,RCP,24838,65.91227322,1,3.815,2.72
pipe,44134.71,5,0,2,41400,C,30,RCP,24838,58.2295308,1,3.815,3.502
structure,43759.67,0,0,2,41402,C,12,RCP,31778,65.56242151,1,3.82,8.742
structure,43987.67,2,6,2,43711,C,24,RCP,37305,246.750953,2,3.719,14
structure,43973.67,2,0,2,43711,C,24,RCP,37305,246.750953,2,3.719,16.9952
structure,43987.67,2.3,6,2,43711,C,24,RCP,37305,25.48979774,2,3.719,14
structure,43973.67,2.3,0,2,43711,C,24,RCP,37305,25.48979774,2,3.719,16.9952
pipe,43889.67,8,6,0,34339,C,72,RCP,39448,13.78521467,1,3.698,26.04
structure,44323.67,8,0,2,41410,C,24,RCP,21916,209.3700139,1,3.821,4.784
structure,44323.67,13.5,0,2,41410,C,18,RCP,21916,27.79094566,1,3.821,24.6512
structure,44323.67,14.65,0,2,41410,C,18,RCP,21916,115.151302,1,3.821,16.3184
structure,44113.71,8.5,0,2,41414,C,18,RCP,20090,106.0247814,1,3.82,6.0384
structure,44113.71,8.5,0,2,41414,C,18,RCP,20090,106.0247814,1,3.82,7.7792
pipe,43047.67,9.5,10,0,43648,C,833,CMP,27210,118.1555472,2,3.72,45.36
structure,43795.71,6,0,2,41409,C,18,RCP,39994,23.23298417,2,3.877,12.656
structure,43795.71,6.3,0,2,41409,C,15,RCP,38718,137.6818828,2,3.873,14.336
structure,43795.71,11.2,0,2,41409,C,12,RCP,19725,39.78358027,1,3.878,7.0656
structure,43846.71,13.25,0,2,41409,C,30,RCP,0,60.00528449,2,3.877,9.9728
structure,43846.71,13.25,0,2,41409,C,30,RCP,0,60.00528449,2,3.877,15.176
structure,43846.71,3.5,0,2,41409,C,30,RCP,0,208.1097496,2,3.877,5.6816
pipe,44148.71,3.2,0,2,41411,C,30,RCP,32582,18.28324633,2,3.885,4.68
pipe,43955.67,5,0,2,41424,C,54,RCP,34075,80.0653326,2,3.87,33.792
pipe,43955.67,5,0,2,41424,C,54,RCP,34075,79.6234015,2,3.87,33.792
pipe,44095.71,4.2,0,2,39846,C,30,RCP,23017,187.982239,1,3.706,18.7856
pipe,44096.67,3.6,6,0,43468,C,24,RCP,24782,296.2457315,2,3.714,23.4
pipe,44188.67,2,6,8,39850,C,15,RCP,38604,17.98679078,1,3.706,7.2416
pipe,44188.67,2,6,8,39897,C,15,RCP,38604,7.326991328,1,3.706,7.2416
pipe,44119.67,3,8,2,43544,C,18,RCP,33288,28.39922953,4,3.763,13.688
pipe,44119.67,3,8,2,43544,C,18,RCP,33288,13.02493163,4,3.763,0
structure,44183.67,4,6,2,41940,C,30,RCP,39448,154.462088,1,3.856,4.5632
structure,44183.67,3,6,2,41940,C,18,RCP,39448,23.78759011,1,3.858,4.5632
pipe,44320.67,8,10,2,43664,C,48,RCP,36647,107.1989122,1,3.72,14.2352
pipe,44320.67,8,10,2,43664,C,48,RCP,36647,107.1989122,1,3.72,14.2352
pipe,43306.67,8.5,10,0,41463,R,48,RCP,39996,27.95599534,2,3.72,4.536
pipe,43306.67,10.3,10,0,43668,R,48,RCP,39996,50.39958094,2,3.72,4.536
pipe,43306.67,10.55,10,0,43668,C,72,RCP,39996,58.21938658,2,3.72,17.2224
pipe,43889.67,3,6,0,39891,C,15,RCP,18264,23.68615419,2,3.69,2.0832
structure,43893.67,7.5,6,2,42837,C,18,RCP,20821,50.77905706,1,3.749,29.264
structure,44356.67,3.5,0,2,41485,C,15,RCP,40750,28.50962324,1,3.885,12.6654
structure,44356.67,3,0,2,41485,C,24,RCP,40750,78.12921101,1,3.885,15.5496
structure,44356.67,3,0,2,41486,C,24,RCP,40750,27.5098049,1,3.885,15.5496
structure,44356.67,3,0,2,41486,C,18,RCP,40750,105.9454247,1,3.885,15.5496
structure,44356.67,3,0,2,41486,C,15,RCP,28671,52.04868345,1,3.885,14.0866
structure,44356.67,3.5,0,2,41486,C,18,RCP,27210,208.586296,1,3.885,3.498
structure,44153.71,1.3,8,0,41521,C,15,RCP,27210,156.5003224,1,3.723,6.3616
structure,44063.67,6.3,6,0,41508,C,60,RCP,22647,200.3839051,2,3.728,4.0656
structure,44063.67,7.3,6,0,41508,C,48,CMP,24289,24.2611529,2,3.728,4.0656
structure,43943.67,7.5,6,2,41514,C,15,RCP,38604,51.91926894,4,3.716,6.7712
structure,43943.67,7.5,6,2,41513,C,15,RCP,38604,79.32923845,4,3.716,6.7712
pipe,43805.71,6,0,2,39899,C,15,RCP,21916,25.31168427,1,3.727,16.6208
pipe,43805.71,7,0,2,39899,C,15,RCP,21916,42.93244671,1,3.727,14.0296
pipe,43805.71,6,0,2,39899,C,15,RCP,38604,23.43468152,1,3.727,12.936
structure,43173.67,7,6,2,39899,C,15,RCP,38604,25.69634696,2,3.725,6.7712
structure,43173.67,7,6,2,39899,C,15,RCP,21916,110.4468301,2,3.725,6.7712
structure,43720.67,3.4,6,2,39904,C,24,RCP,37622,196.6897481,1,3.713,4.5632
structure,43658.67,6.2,6,2,39904,C,24,RCP,37622,417.2623429,1,3.715,5.6672
structure,44238.71,3.5,3,2,39919,C,15,RCP,21551,65.44954544,1,3.692,4.1216
structure,44238.71,3.5,3,2,39919,C,12,PE,21551,80.17747941,1,3.692,3.0464
pipe,44137.71,4,0,2,41656,C,18,RCP,20637,286.6315389,1,3.805,12.8576
pipe,44137.71,4,0,2,41656,C,18,RCP,20637,286.6315389,1,3.805,16.6208
pipe,44077.67,2.7,0,2,41661,C,30,RCP,0,159.9862294,4,3.795,4.429
structure,43938.67,11,0,2,41667,C,30,RCP,37437,108.3465205,1,3.793,13.2912
structure,43966.67,5,0,2,41681,C,15,RCP,37437,43.50327863,2,3.805,4.76
structure,43966.67,5,6,3,41681,C,15,RCP,29489,74.5488786,1,3.802,36.7
structure,43966.67,4,6,3,41681,C,36,CMP,37437,36.01829268,2,3.805,28.7728
structure,43966.67,7,6,3,41681,C,36,CMP,37437,72.61021367,2,3.805,21.2464
pipe,43810.67,5.5,0,2,41687,C,54,CMP,37437,41.35415832,1,3.803,16.6448
pipe,43810.67,6.8,4,0,41687,C,54,CMP,37437,118.7605454,1,3.803,23.8272
pipe,43810.67,6.9,8,0,41687,C,54,CMP,37437,52.27367948,1,3.803,22.3584
pipe,43810.67,6.05,6,0,41687,C,54,RCP,37437,28.7648077,1,3.803,3.0912
pipe,43810.67,7,8,0,41687,C,54,CMP,37437,49.56720473,1,3.803,26.7648
pipe,43810.67,8.1,0,2,41687,C,54,CMP,37437,75.74840848,1,3.803,20.424
pipe,43753.67,5,0,0,41687,C,24,RCP,37437,71.83716821,1,3.803,15.8184
pipe,43895.67,6,0,2,41690,C,54,CMP,23377,269.3221424,4,3.796,12.08
pipe,44270.67,3,0,2,41715,C,15,RCP,21916,142.3984016,1,3.866,20.4624
pipe,43847.71,5.45,0,2,41703,C,42,CMP,23396,56.95117816,1,3.872,13.6652
pipe,43847.71,4.85,0,2,41703,C,42,CMP,22647,190.2524827,1,3.87,13.6652
pipe,44509.21,5.5,0,8,41710,C,60,CMP,28856,60.71541433,2,3.88,14.768
pipe,44497.71,7.5,6,0,41710,C,60,RCP,39083,18.88607479,2,3.892,5.208
pipe,44497.71,8.5,6,0,41710,C,60,RCP,36526,36.03435954,2,3.889,30.888
pipe,44497.71,8,6,0,41710,C,60,RCP,36526,19.50761323,2,3.889,29.016
pipe,43846.67,7.4,6,0,41710,C,54,RCP,39448,27.07209716,2,3.894,23.064
pipe,44503.71,8,8,2,41722,C,24,RCP,35976,51.31755486,1,3.726,13.688
pipe,44503.71,8,8,2,41722,C,24,RCP,35976,190.760077,1,3.726,13.688
pipe,44004.67,8,8,2,41723,C,36,RCP,20090,55.15554187,1,3.719,7.0864
structure,43179.67,7,0,2,41731,C,30,RCP,40185,166.8584376,2,3.716,8.3312
structure,43943.67,5.5,6,2,39520,C,24,RCP,34008,61.06689093,1,3.904,14.77
structure,43943.67,7,6,2,39520,C,15,RCP,23377,154.7501194,1,3.915,12.67
pipe,44144.71,11.08,10,3,39519,C,24,RCP,18264,40.15344724,4,3.857,7.656
structure,43759.67,5,0,2,39520,C,18,RCP,39115,72.69676028,1,3.854,1.904
pipe,42843.67,7.95,10,3,39524,C,54,RCP,22899,57.67598092,2,3.864,28.32
pipe,42843.67,10.35,10,3,39524,C,54,RCP,22899,25.91259291,2,3.864,32.2704
pipe,42843.67,11.8,6,3,39524,C,54,RCP,37211,96.67503437,2,3.864,26.325
pipe,42843.67,10,6,3,39524,C,48,RCP,37211,23.21957174,2,3.866,26.532
pipe,43151.67,6.45,6,8,41739,C,66,RCP,25541,90.55253361,2,3.802,8.9936
pipe,43151.67,7.1,6,0,41739,C,66,RCP,25541,25.53826632,1,3.805,3.0912
pipe,43151.67,7.15,6,0,41739,C,60,RCP,25541,56.6341149,1,3.805,2.5872
pipe,43151.67,6.95,6,0,41739,C,60,RCP,22282,18.19999997,1,3.805,9.9912
pipe,44328.67,4,0,2,41743,C,15,RCP,24397,24.14101565,1,3.807,1.904
pipe,44328.67,4,0,2,41743,C,15,RCP,24397,92.32421172,1,3.807,7.8416
pipe,44418.67,4.5,0,2,41743,C,15,RCP,24397,186.0847185,1,3.807,18.5024
structure,43952.67,3.75,4,2,41757,C,30,RCP,0,55.89063113,1,3.815,16.64
structure,43952.67,3.75,4,2,41744,C,48,RCP,0,24.75544466,1,3.811,21.2432
structure,43844.71,2.5,6,2,41757,C,24,RCP,31807,431.6303729,1,3.783,9.9056
structure,44236.71,5,0,2,44071,C,36,RCP,24289,100.7353367,1,3.726,14.7392
structure,44215.71,2,6,8,41782,R,84,RCP,39172,129.867878,1,3.713,8.432
structure,44070.67,3.5,8,8,41772,C,15,RCP,26299,192.2610445,4,3.705,9.656
structure,44169.71,4,0,2,41772,C,15,RCP,38718,30.89624213,4,3.705,19.0688
structure,44427.67,5,8,8,41773,C,48,CMP,39172,119.2825566,1,3.708,11.7968
structure,43871.71,4.4,0,2,41768,C,15,RCP,41790,26.31043573,2,3.745,12.488
structure,44242.71,6,0,2,41772,C,15,RCP,37622,14.39509962,2,3.747,3.68
pipe,44144.71,11.06,10,0,39519,C,24,RCP,41801,27.32527524,4,3.857,3.024
pipe,44144.71,11.64,10,8,41801,C,24,RCP,41801,13.04707099,4,3.857,13.032
pipe,43948.67,5,0,2,41799,C,42,CMP,0,89.90901607,1,3.856,11.7176
structure,44148.71,2,0,2,41795,C,15,RCP,37605,48.09012464,1,3.804,14.5136
structure,44463.67,1.9,0,0,41807,C,15,RCP,35165,28.05526588,1,3.797,4.3824
structure,44463.67,2.6,0,2,41807,C,18,RCP,27210,104.831519,1,3.797,12.4832
structure,44463.67,2.7,0,0,41807,C,15,RCP,27210,74.10829022,1,3.797,13.944
structure,43276.67,7,6,2,41816,C,24,RCP,40225,38.11492506,1,3.784,18.7616
structure,43276.67,7,6,2,41794,C,15,RCP,24838,160.4152571,1,3.802,21.056
structure,43276.67,7,6,2,41806,C,18,RCP,29587,24.4459464,1,3.799,21.056
pipe,43985.67,8.5,10,0,41808,C,66,RCP,29952,166.1011455,2,3.798,27.216
pipe,43985.67,8.5,10,0,41806,C,66,RCP,29952,160.7180607,2,3.798,27.216
structure,43276.67,7,8,2,41793,R,120,RCP,24473,65.47168925,2,3.801,19.9424
pipe,43810.71,2,10,0,41802,C,24,RCP,38625,88.35828657,1,3.693,24.2424
pipe,43935.67,10.7,8,2,39930,R,108,RCP,38625,31.91834126,1,3.693,18.792
structure,44050.67,4.5,6,2,39930,C,24,RCP,38625,63.74769633,1,3.693,5.6672
structure,44050.67,3.4,4,2,39930,C,18,RCP,38625,131.1360529,1,3.693,5.0048
pipe,44278.67,2.5,6,2,39937,C,15,RCP,33688,42.82179951,1,3.698,4.4908
pipe,43626.67,6.75,6,8,39939,C,18,RCP,36526,438.1904778,1,3.699,24.2
pipe,43626.67,5.3,6,8,41809,C,15,RCP,7306,355.159024,1,3.701,24.2
pipe,43626.67,5.2,6,8,41809,C,18,VCP,5480,95.99914571,1,3.701,26.6
pipe,43626.67,5.2,6,8,39940,C,12,VCP,36526,17.43563866,1,3.701,26.6
pipe,43626.67,4.85,6,8,41809,C,12,VCP,36526,28.92753239,1,3.702,26.6
pipe,43626.67,4.75,6,8,39940,C,12,VCP,36526,225.4385501,1,3.702,26.6
pipe,43626.67,4.8,6,8,39940,C,12,VCP,36526,96.29571667,1,3.702,26.6
pipe,43626.67,4.3,6,8,39940,C,12,VCP,36526,112.0533794,1,3.702,26.6
pipe,43626.67,3.4,6,8,39940,C,12,VCP,36526,26.23931418,1,3.705,26.6
pipe,43626.67,2.15,6,8,39940,C,12,VCP,36526,39.99500612,1,3.705,26.6
pipe,44463.71,3,0,2,39182,C,24,CMP,39171,70.67601381,2,3.75,0
pipe,44351.67,13,6,2,41879,C,36,CMP,23012,99.79222202,1,3.751,27.5336
pipe,44307.67,8,0,2,40085,C,48,CMP,41790,125.948703,4,3.73,12.9032
structure,43696.71,2,6,2,41890,C,15,RCP,41790,43.68292658,4,3.734,12.488
pipe,44216.67,5.5,0,0,41893,C,48,RCP,41790,224.5712351,4,3.736,11.8872
pipe,43913.67,9,0,0,41898,C,30,RCP,40179,203.0994702,1,3.747,9.936
pipe,43929.67,7.54,10,8,39769,C,30,RCP,18994,138.1809356,1,3.841,9.344
pipe,43929.67,7.3,6,8,39769,C,42,RCP,11689,8.060351814,1,3.836,8.9936
pipe,43929.67,8.47,10,8,39770,C,30,RCP,16803,13.89796443,1,3.841,12.264
pipe,43739.67,9.3,10,8,39770,C,24,RCP,13150,19.31136644,1,3.841,10.512
pipe,43739.67,6.43,8,8,39769,C,24,RCP,43229,50.02554273,1,3.841,31.1696
pipe,43739.67,5,0,0,39769,C,24,RCP,13150,84.7315264,1,3.841,18.3456
pipe,43929.67,7.57,6,8,39770,C,42,RCP,11689,9.825069826,1,3.836,8.9936
pipe,43929.67,6.88,6,8,39770,C,36,RCP,14611,247.0104247,1,3.836,8.9936
pipe,43929.67,7.95,10,8,39770,C,36,RCP,16803,80.70154399,1,3.836,11.096
pipe,43929.67,9.2,10,8,39770,C,24,RCP,16803,108.3326935,1,3.841,10.512
structure,43951.67,5.1,0,2,39772,C,15,RCP,17899,32.09070918,1,3.847,7.2128
structure,43963.67,8,8,2,39773,C,15,PE,20821,128.4505029,1,3.839,20.6912
